tweet_id,text,response_text,intent,expected_decision,decision_reason
2855103,@AmazonHelp Já :),"@793626 Que bom! Tomara que você curta muito a leitura dos seus eBooks, Anna! :D ^CR",,,
539709,Laut Hermes wurde der Artikel noch nicht von @116316 übergeben. Was ist da los? https://t.co/3TnoDZDpck,"@245176 Hi, gerne können das die Kollegen vom Kundenservice überprüfen: https://t.co/ohyvGrpvrY ^SI",,,
1491424,Otro pedido de @115821 con @132703 que no me llega y pone que ha sido entregado 😤😤,"@466370 Lamento esto, Lucía. Contáctanos por acá para ayudarte con esto: https://t.co/OjvUxwnzPe ^AR",,,
387990,@AmazonHelp why am I paying for Prime if none of my packages are going to arrive in 2 days anyway? This has happened more than once. https://t.co/j8HkhZMf3s,"@207831 Hi, sorry to see that. How often has this happened recently? Do you notice issues with a particular carrier? ^JJ",,,
973613,@AmazonHelp Will keep you updated,"@350896 Thanks, please get in touch anytime! ^TS",,,
432977,"@AmazonHelp @115850 
Thanks for the memorable experience!! U failed a loyal consumer. #pathetic #badservice",@210354 I understand your concern. We've responded to your query here: https://t.co/qGLucCXyLd. ^HD,,,
153629,@AmazonHelp 12 hrs isn’t an acceptable turn around when I paid extra for a delivery today. Please provide me the details to call this evening. This is not acceptable survive and not the first time it’s happened recently,@151168 You can select to call us via the link ^BG provided. ^CO,,,
1338736,@AmazonHelp Issue already in knowledge of seller support from last 1 month I need to esclate as things not moving. Read 1st and then reply @3496,@432259 We'd like to take a closer look on this. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you. ^VN,,,
417879,@AmazonHelp Nope. I can only see previous orders.,@214700 We'd be happy to take a look on your behalf. Please relay your info to us securely here: https://t.co/g9gjPJMTyx ^MV,,,
2838602,So @115830 Prime One Day Delivery is......Thursday! 😳😂😂,@601597 Oh no! The delivery date offered at checkout provides our most accurate estimate. You can read more about deliveries and delivery times during this period here: https://t.co/995UYOP3h7. Please let us know if you have further questions or concerns. ^TG,,,
1259330,"""Inspired by your browsing history"". Thanks @115830. https://t.co/H0EdKZ6e7m","@415056 That's ""for the birds""🐦 If you can ""fly over"" here: https://t.co/tkLCr7DNil and complete the form, we may have a surprise ☺️ ^PK",,,
984199,@115830 Why no zoom function in Kindle for PC?  This is not legible. I thought I paid for a book I can actually read. https://t.co/eXADiT2R9G,"@353321 Hi, sorry to see that. You can return a Kindle book for a refund within 14 days of purchase: https://t.co/CmU2HijUWp. ^JJ",,,
2924438,"@AmazonHelp I’m trying to figure out which updates were accurate, I’m also a little frustrated cause I could have bought it for less without Prime shipping and now I’m goi to have to wait a week to get it when I could have done that and paid less",@809234 I'm sorry there are conflicting dates! We can take a closer look at the order but we aren't able to access Amazon account information here on Twitter. When you have time we can be reached 24/7 here: https://t.co/hApLpMlfHN ^EP,,,
1099797,"@AmazonHelp Never use the amazon partner affiliate program, you will be swindling
PROGRAMME D’AFFILIATION AMAZON = VOL !!!","@379499 I'm sorry to hear that. W/out giving any order/account specific details, can you let us know what happened please? ^KM",,,
734076,@AmazonHelp Please don't play around. I have been promised by Amazon many times for refund but fact is it is not honoring.,"@183033 We are working on it. We will reach out to soon with an update.

Rahul | Amazon Customer Service",,,
430115,"@AmazonHelp Well one instance is enough! i needed a lil change because i needed that product within 24-48 hours, with prim membership also u guys failed","@210354 In case you change your mind, feel to free to connect with us. We would like to take things right for you. ^CB",,,
52945,"@AmazonHelp Since lollipop android is based on material design, so maybe using a material theme would be nice. Hint: use AppCompat theme https://t.co/BWhthvFnFp",@127924 Thanks for your feedback and for letting us know about your experience with our app! ^GD,,,
1587376,@115821 i recently purchased an item from your website its scheduled to come on November 3rd at 8pm and i still havent received my order?,@488272 I'm sorry your item hasn't arrived yet! Can you please tell us which site you purchased from? ^AC,,,
318201,@AmazonHelp Thnx recd,@191926 You're welcome! Do keep us posted for further concerns. ^HD,,,
493448,"@AmazonHelp Meine Bestellung wurde heute ""zugestellt"" per Hermes. Keine Karte im Briefkasten oder an der Tür. Im Haus war auch niemand, der hätte Unterschreiben können. Können Sie mir sagen, wo meine Bestellung ""zugestellt"" wurde?","@232635 Über Twitter wird das schwierig, da wir keinen Zugriff auf deine Bestellung haben. Steht in der Sendungsverfolgung auf der Hermesseite ein Empfänger? ^AN",,,
1937784,Leave it up to the @118706 to screw up my @117093 @115851 3 deliveries &amp; still no pick up of totes from previous deliveries!,@576442 I'm sorry the totes haven't been picked up! Have you reached us directly regarding this: https://t.co/hApLpMlfHN? ^SB,,,
124064,"偽アマゾンから迷惑メールきた～。
#迷惑メール https://t.co/0qwsO6ZdyY",@143746 ご承知のとおり、残念ながら悪質な詐欺が増加しているようですのでお気を付けください。https://t.co/st4oU5QbhP を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください。→ https://t.co/zHTX3BcqYw SK,,,
754618,Random ass calls from @115821 waking me up n shit.,"@300385 Oh no! I'm terribly sorry we woke you. Is there anything we can help with today? Let us know, Jake! ^SA",,,
2969419,"@AmazonHelp Yes, MG sent me this link. It froze while I was watching Netflix and when I restarted it the home page would load but I can't move up or down or select anything",@658270 So sorry about that! We would like to troubleshoot with you in real-time. Please contact us via phone here: https://t.co/hApLpMlfHN ^LS,,,
2275987,amazonプライムポケモン全話みれるやんけ！！！！！,@661968 見ちゃってください！楽しんじゃってください！！✧ \( °∀° )/ RI,,,
2124820,"I'm legit upset that Amazon Prime has let me down. First time, but with a game I preordered last week and something I was really looking forward to :( I could of gotten it from GAME in the time i've waited tbh.",@521343 Oh no! I'm sorry you had a poor experience! Have we missed the estimated delivery date provided at check out ^HM,,,
2545447,@115821  have had three kindles sent to replace my daughter's under your kids Fire warranty.  None of them work.  Can you please send one that works???  Farce.,@601721 Sorry to hear this - please contact the Kindle team for assistance:  https://t.co/JzP7hlA23B  ^TD,,,
2645181,"Questo non dovevi farmelo @120540. 
Proprio per niente. 
#maiunagioia https://t.co/WmNpt4ru4k","@746310 Mi spiace, l'ordine è stato annullato? ^GA",,,
2821552,"@AmazonHelp Says my account was blocked for security reasons, switch to DM?","@786354 Did you receive an email regarding the closure of your account? Please check your inbox. If you still got any questions, you can contact our customer service via https://t.co/dg6fjGikcv. Kind regards ^TR",,,
2535335,@AmazonHelp  I want to sell globally,"@721327 We will help you with this, call us here: https://t.co/A49BIEKdoA &amp; we'll be glad to help you. ^MJ",,,
2161811,@119625 Still going on?,@132741 The contest was till 31st October. ^HR,,,
792028,@AmazonHelp  https://t.co/0VVW9GlvRj,"@204715 The item is indeed qualified for Prime delivery. It's currently out of stock, but will be sent via Prime within one day. ^KM",,,
1006028,What the hell @115821? The phone case/wallet I bought from you fell apart literally the day it arrived. https://t.co/UYqJ8773IS,@358103 I'm sorry for the issues with your item. Please check return/replacement options here: https://t.co/Whqe0Tgtec ^AN,,,
2028561,@AmazonHelp (Cont) will that money be refunded? I thought that it would be refunded after the weekend.,@599886 We'd love to help! It sounds like the charge was an authorisation. More info can be found here:https://t.co/BQLpbQZe6k ^ML,,,
989150,"@AmazonHelp La euforia y falta de autocontrol por la desfrontalización derivada de la deprivación de sueño. El ""The world is yours"" de Scarface.",@354350 ¿Estás esperando el pedido? ^MB,,,
2884129,@AmazonHelp I have already waited for a long time just to get that refund and now I will not wait. You just cancel the refund I dont need it now. Thanks for you help btw.,@786837 We will check and connect with you accordingly. ^RW,,,
1108203,@AmazonHelp Merci ! En espérant une amélioration globale du service.,"@381546 Je vous en prie, sachez que c'est grâce à vos remontées que nos services s'améliorent. ^BR",,,
2220020,"@AmazonHelp Hi, it is on everything. If I were to order something today with prime it states I would get it Tuesday!  Hardly next day delivery",@648454 Hi Lindsay. Next day delivery is from the moment of dispatch. ^DC,,,
437373,"@AmazonHelp Well, now going to the police. couriers called promising driver and Ins details last Fri.No word &amp; not answering now.All calls were recorded",@218869 Apologies. If you forward your details again- https://t.co/tkLCr7DNil we'll be sure to escalate directly with the carrier ^TP,,,
726159,"【架空請求詐欺カモ🦆】

Amazonを使用した記憶が無いのに変なメッセージが届いたぞーさん🐘「めっ💢」って怒っちゃうカモ🦆でもタイにいて国際通話料かかるの嫌だから諦めよっと⛵️ https://t.co/Mv9wrR7oZg","@293945 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。)
また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY",,,
2887387,Hey @115821!! Thx for locking me out of my account and reversing all the orders I made on #CyberMonday!!!,@347543 I am sorry to hear you have been locked out your account. Have you received any emails from ourselves explaining why this might have happened? Have you had any unauthorised orders made on your account?^SM,,,
917062,@AmazonHelp ok thank you!,@337710 You're welcome. Appreciate your understanding. Do stay tuned for updates! ^EM,,,
2286404,"@115850  2nd time I am facing the delivery issue , YOUR DELIVERY SERVUCE IS F******* , TRACK THE PRODUCT AND SEND IT ASAP. #itemDelivered.",@309923 We're sorry to hear that. Could you please help us with the estimated delivery date on the order? ^HK,,,
2288842,"う～ん、あまぞんさんの荷物が配達中にならない…まずいのだわ
「明日中にお届け」って表示されてたから昨日ぽちったのだけれども、お急ぎ便限定の話だった？50Lのコンテナ（折り畳み式）なので無駄足運ばせたくないのだけれども…（￣▽￣；",@664963 カタログ上の表示は、お客様が注文を確定するまでの間に、変動する場合があります。お届け予定日については、ご注文確認画面にてご確認のうえ注文を確定してください。お届け予定日は注文履歴をご確認ください。https://t.co/X4jnWeXXoL　MH https://t.co/Clsuz0gxco,,,
236147,"@120540 Ciao, ho annullato un ordine in quanto tempo riceverò il rimborso sulla mia carta di credito","@172244 Se l'ordine è stato annullato, il pagamento è stato solo autorizzato. Per informazioni: https://t.co/CBF1hlpRWN. ^EA",,,
1145041,@115821 I have ordered of product Noble skiodo 32 inch HD ready LED on 21 September 2017 but till now I do not receive product.,"@389484 That's quite a stretch, Abhishek. Have you tried reaching out to our support team here: https://t.co/rS49hgaADF ? ^MO",,,
81255,"@AmazonHelp 無料体験会員は使えないのであれば
正式に会員登録したいのですが
どうしたらよいですか？",@134044 Prime Student会員でなく、プライム会員の無料体験期間中であれば、プライム・ビデオはご利用いただけます。 RI,,,
123415,@AmazonHelp Thanks!,@143570 You're very welcome! Feel free to reach out to us with any future issues or concerns. ^GG,,,
1420510,@115850 seems like you are making good profit in Indian market and therefore start declining customer support service quality day by day.,@450234 We've replied to your query via DM. Please check. ^HD,,,
2242576,"Pressé de l'écouter merci @120533 
(cc @18977) https://t.co/u11CjH5ppg",@653781 L'avez-vous reçu aujourd'hui 😊 ? ^BR,,,
391633,"@115850 @AmazonHelp 

Jst gt of wit a guy frm amazon customer care.
Worst customer service ever.
When i askd his name he faked n said sonu",@208732 Sorry about that Rohan. Could you please tell us if we've missed anything? ^HN,,,
460077,@115850 @AmazonHelp bookmyshow 50% cashback is valid from 24 nov to 3 dec. I ordered last movie on 3 Nov. If I order now will I get cashback? https://t.co/qZf7IphbRs,"@224319 Yes, you'll be eligible for the cash back. For terms &amp; conditions, please refer here : https://t.co/FZBzepLuUC . ^SD",,,
1827605,@AmazonHelp That’s not the point I’m trying to make. When you say “get it on day of release” you need to be sure you can fulfil those orders on time...,"@548507 I'll pass on your feedback, thanks ^AS",,,
2425959,"@AmazonHelp Hi, would you be able to help instead? Or do you have a live chat? I don’t particularly want to email and wait another 24 hours to find out where the parcel is, it’s already 6 days late","@402413 Using the link provided by RO, you can chat or speak with us on the phone! After you click on the link and sign-in, let us know how we can help and a bit more about the issue. Then you will see different options to contact us! ^DD",,,
1364703,@AmazonHelp glad it wasn’t fragile! Thanks Amazon Delivery https://t.co/9hRHXKKQfh,@340572 I'm sorry to see how your order was delivered! Can you please let us know who the carrier was: https://t.co/Y5jpI9gRhE? ^EB,,,
998044,@AmazonHelp Your Kindle Fire is very outdated. You should make a tablet with Snapdragon 835 processor 4GB RAM 64GB Internal storage with Expansion 1/2,@313956 I'll surely pass along your comments internally to the concerned team as feedback. ^SQ,,,
1468382,"@AmazonHelp Hi TN, no worries! I gave Logistics a call and feedback about the packages in pots and asked them to look into the driver/route. Thank you!",@460827 You're welcome! Let us know if there is anything else we can help you with! ^HM,,,
562870,@116090 waiting 2 days for my order on a prime membership &amp; called your customer service. Keep waiting is all I’m told... are you serious? Shipped this morning at 5:15am... 13 hours and counting.,@251767 I'm sorry for this wait. Deliveries continue through to 8PM. Please keep us informed of your order's arrival. ^DO,,,
129658,@AmazonHelp so how can i know that you announced the result,"@145227 An email will be sent to all the winners of the contest by our marketing team, once they are announced. ^PJ",,,
1085177,@AmazonHelp Orders to my biz address are hit&amp;miss.Current order supposed to deliver on the 18th for a weekend project says Now expected Oct 20-Oct 24.,@375973 What does the latest tracking indicate on your order? You can check this here: https://t.co/Y5jpI9ys9c ^VB,,,
2565558,@AmazonHelp Inasled@for it to be left on front of my door as I live in a secure building but instead hey left it outside 👎🏽,"@399936 Thank you for confirming! When you have a chance, please reach out to us here: https://t.co/JzP7hlA23B so we can look into this together. ^HC",,,
282167,"@AmazonHelp Tokyo Ravens
Captain Earth
No Game, No Life
The Fruit of Grisai 
Lord Marksman and Vanadis
Blood Lad
Concrete Revolutio",@183217 Thank you for sharing the titles. I've forwarded the issue to the concerned team internally for a review. ^KA,,,
2226391,"Amazon @115850 sent me an email with this line. They stopped short of saying ""just because we have launched a product doesn't mean you should buy it"" https://t.co/TnCXM3xp99",@191390 The features currently available outside India also took months of trial and testing. Please bear with us and we assure to provide the best possible services at the earliest. Appreciate your understanding. ^SI,,,
390411,@AmazonHelp Thank you - forwarding now as my email is online and I can't attach it.,"@208428 You are very welcome, Matthew! ^SA",,,
934317,"@AmazonHelp Ich hoffe auch, denn ich denke meine Prime Mitgliedschaft wohl zu überdenken.",@147125 Das wäre schade. Die anderen Primevorteile nutzt du nicht? (Der Versand muss trotzdem klappen) ^AN,,,
2275816,@115825 wieso kann ich nicht mehr über die ps4 streamen ?,@661922 Lass das mal vom Kundenservice prüfen: https://t.co/aAfOxTGpe1 Am besten lässt du dich zurückrufen. Telefonisch lässt sich das schneller (er)klären. ^UK,,,
2367933,@AmazonHelp Merci,@683416 Je vous en prie. ^BR,,,
606056,. @120540 come mai i video games non vengono spediti in Sardegna ? Ok che siamo un’isola ma…… https://t.co/dhLv6y67Lt,"@264044 Per alcune tipologie di articoli, come quelle contenenti sostanze infiammabili o dannose per l'ambiente, può capitare che vengano applicate delle restrizioni su spedizioni dirette nelle isole. Clicca qui: https://t.co/Otss2TSMiS per maggiori informazioni. A presto! ^VE",,,
929669,@AmazonHelp Which site? You mean Amazon? The latest (the third) that should be delivered today is just in transit and not out for delivery.,"@340572 To confirm, who's the carrier shown here: https://t.co/Y5jpI9gRhE? Has it been the same carrier for each of the shipments? ^SB",,,
2290272,@115850 I got an SMS like this.. is it a trustable one? They asked me to register https://t.co/F5ppff2OQw,@665297 This offer is inaccurate. Please refer to genuine offers only on Amazon.in. ^AR,,,
2379859,"@115821 Lightening speed of services.Keep it up, https://t.co/0fJloQdpv3 make customers happy.😃😁",@686235 Thank you for the shout out. This gives us immense happiness. Have a great day ahead. ^NS,,,
1545797,@AmazonHelp talked to customer care many times but problem not solved.,@430348 We regret the inconvenience. Please drop in your details here:  https://t.co/GIJyeYqKE0. We’ll sort this for you. ^SB,,,
2530488,@AmazonHelp do you have an email address to lodge formal complaints?,@404782 You can lodge a complaint through emailing here: https://t.co/JzP7hlA23B. ^MC,,,
382844,"@AmazonHelp Oui, un e-mail standard peu adapté à mon cas et auquel on ne peut pas répondre. J'ai repassé commande mais c'est nul comme service","@206730 Avez-vous signalé cela à notre service ?
^YL",,,
1545724,@AmazonHelp You're really not following me. Go back and read this thread. I can't even get CS to call me.,@478710 Does this not work either? https://t.co/d4UjtG6jxX ^AT,,,
2469381,"prime nowってやつ使ってみた
Amazonで注文だと17日配達だけど
Prime now だと22時までに届くっていう神",@706416 Prime Nowのご利用、ありがとうございます！便利にお使いいただけたら幸いですm(*-ω-)m RI,,,
108166,The @115821 app isn’t letting me check out and I’m losing my dam mind about it! 😡😡😡😡😡,"@140011 I'm sorry you're having problems checking out! Please try signing out, then uninstall the app and reinstall it. ^AC",,,
619130,@AmazonHelp Got home to find the bin moved and item left at the door. We don't have a designated safe spot but that doesn't mean drivers can just dump items surely!,@266915 I understand! Please reach out to us here: https://t.co/JzP7hlA23B via phone or chat to give courier feedback. ^MT,,,
2226557,"@115850 , not satisfied with services, still didnt get the promised cashback for ORDER # 407-4367829-2044338,Please check.","@497239 Sorry to know that you haven't received the cashback yet. Kindly contact us here: https://t.co/vlvfJr4nN9 &amp; we'll get it checked for you.
Also, Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",,,
644713,@AmazonHelp since last 27 October  I am trying to get proper solution.,"@267722 In case, they deny warranty related service, Kindly ask them to share a copy 'Service Denial Letter'. We will assist you accordingly. ^CB",,,
1431043,Amazonからキーボード届かねえ,@452314 Amazonです。お届け予定日の最終日を経過している場合は、お手数ですがAmazonが発送する場合→https://t.co/J6YEizo6qC、出品者が発送する場合→https://t.co/ZXCXcbN3Tv をご参照の上お問い合わせください。SK,,,
1891548,@146898 @120474 https://t.co/zdJ36H9KTf,@564048 Hi Lorraine. Please get in touch here: https://t.co/JzP7hlA23B and we'll cancel the first ticket for you! ^RL,,,
493498,@AmazonHelp The package has now completely missed the day of delivery quoted to me.,@232644 Have you received any e-mails in regard to a delay or updated tracking information? You can check here: https://t.co/g9maZIcYow. Please let us know! ^KJ,,,
2589680,@AmazonHelp #have an issue with my last order return and refund,"@236418 Please reach out to us, here: https://t.co/vlvfJr4nN9 and we'll get back with an update. ^YP",,,
1485733,@AmazonHelp I was and it was delayed...,"@465021 I'd like to have a logistics specialist take a closer look into the delay for you, Risa! Please provide us as much detail as possible here: https://t.co/3PZfL7riW3 and we'll back to you shortly. ^CS",,,
1326872,Don’t suppose you know where my hat is?🤔 @AmazonHelp #TrickOrTreat https://t.co/HfaiGpifaY,"@429590 Hello, have you obtained any emails making you aware of a delay to your item? ^CR",,,
2405102,@AmazonHelp Je reçois des mails bizarres d'annulation (rupture) alors que je reçois la m/se le jour même. Je reçois un mail de rbst alors que la m/se est expédiée. Bref rien de grave mais bizarre,"@691780 N'ayant pas accès à votre compte depuis TW, je vous propose de contacter notre SAV afin d'en savoir plus. ^MH",,,
331361,@15367 @AmazonHelp I purchase a running shoes bt you send me shoe in 3 parts please Akshay ji don't endorse this brand so called shoes https://t.co/OsZnmXOGVZ,@194881 We apologize for the mismatch. Allow our support team to investigate. You can report this here: https://t.co/R3EfhzgU8B.^CB,,,
964222,@AmazonHelp still not received the refund...it was not acceptable from Amazon...it's really now very frustrating....plzzz refund it soon,@348859 Kindly share your details here: https://t.co/beaaDm0muc and we'll have this checked. ^GK,,,
932267,Amazon is a liar @AmazonHelp @115850  @115821,@340721 I'm sorry about that. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 for assistance? ^GD,,,
1254601,@AmazonHelp It is Amazon transportation services,@348859 Thanks for letting us know. Kindly reach out to our support team here: https://t.co/HQhpS2qeEd. We'll look into it. ^PS,,,
2358894,#amazon #waste seriously @115821? No smaller box - or maybe an envelope? https://t.co/msYMwEfDs0,@681272 We're always looking to improve! Please leave us packaging feedback here: https://t.co/Fjy4wcqTIz ^JY,,,
2691733,"Utterly atrocious customer service from .@115830 ""give us another chance"" is not an acceptable response when I'm complaining about getting a message saying 'unable to deliver the parcel' WHEN I WAS IN (and no card through the door either) #cancellingmyprime",@756663 I'm sorry your order wasn't delivered! Did we offer any replacement or refund options? ^DD,,,
738390,@AmazonHelp It has been credited after almost 30mins -_-,@296604 Sorry for the trouble. I'll surely pass on your feedback to the concerned team internally. ^HN,,,
2033000,"Amazonでなにも注文した記憶がないのにヤマトからのメールで依頼人Amazonでお荷物お届けのメールきた。なんだろ🤔？？私ボケたんか？？？
(ちなみにちゃんとヤマトからのメール)",@601150 お心当たりのないお荷物が届いた場合、他のお客様が贈り物として注文された可能性もございます。お問い合わせ伝票番号などの情報をもとにお調べのうえ、適宜対応させていただきます。よろしければこちらよりカスタマーサービスにお問い合わせください。https://t.co/9t4lZGYfMy RI,,,
1276257,@115850  you suck. https://t.co/jOzja2Cf6m,@131541 I'm unable to comprehend your concern. Could you please elaborate your issue so that we can assist you accordingly. ^GD,,,
2139295,"amazon is now going to no. 1 in harassing the customers...@115850
😑😑😑","@629169 That is quite a negative comment, could you tell us what went wrong? ^MJ",,,
2601468,@AmazonHelp No; the emails were very clear stating a delay in delivery. Not much I could ask or discuss...,"@736327 Sorry to hear that, is the order fulfilled by Amazon or a 3rd Party Seller: https://t.co/aaDyEz1VgE? ^JJ",,,
2905017,"@AmazonHelp Evitez #colisprivé Le livreur a ouvert mon colis et forcé son contenu dans ma boite aux lettres, il a tout cassé et bloqué ma boîte. Pitoyable! @120534","@804485 Bonsoir, je suis désolé d'apprendre cela. Avez-vous contacté notre service client afin de remonter cela au service concerné ^ME",,,
699454,@AmazonHelp hola! Hoy me iba a llegar un vinilo que pre-ordene el 21 de septiembre pero me habéis escrito un correo diciendo que no me iba a llegar hoy. Cuanto más voy a tener que esperar?,"@286852 Hola, lamentamos los inconvenientes con la entrega de tu pedido. Sin brindar información sensible de tu cuenta de Amazon, ¿podrías indicarnos la fecha estimada de entrega que te indicamos en el correo electrónico de confirmación del pedido? ^MZ",,,
1892096,The book I ordered from you guys is not yet here @115821 the track package feature in the app said it arrived in the Philippines last October 8.,@564188 I'm sorry to hear you haven't received your order! What is the expected delivery date for the order listed here: https://t.co/q4LAMZ3tbE? ^JS,,,
2277406,@AmazonHelp @115850 i am upset at the level of technology prowess and customer centricity shown,@662280 I understand you're upset. I will have this feedback forwarded to the concerned team internally. ^MK,,,
1750492,What's the point of subscribing to @115830 Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.,@527527 I'm sorry for the delay. We want to make sure you receive your order by your new delivery date. Please keep us posted. ^RA,,,
917035,"@AmazonHelp 
I am prime customer but i haven't receive my order yet ..
I am waiting waiting and waiting https://t.co/Dj199xHW73",@257614 I'm sorry for the delay in delivery of your order. Please reach out to us here: https://t.co/vlvfJr4nN9 we'll help you out. ^AU,,,
2919942,"@AmazonHelp Hi can you answer questions about Alexa? Specifically I’m wondering about the calling function on the dot. It says “free calling to Canada, US, and Mexico”. How are calls made? Landline? wifi? cellphone? ??","@808163 Thanks for reaching out to us today, Orihara. You can find more information on the calling function for the Echo Dot here: https://t.co/6WZsXk45D1 ^FJ",,,
1457239,"@AmazonHelp Okay, I will. Thanks for your help.",@457170 No problem! Keep us updated! ^LR,,,
416734,My Amazon prime won't work! Highly irritating.  #amazonprimevideo #Amazon,"@214417 I'm sorry to hear this! Are you receiving an error, and what device are you using? ^BH",,,
2410510,@AmazonHelp Please put it in an Amazon locker somewhere near Temple University or bring it to my house and ring both door bells. I️ need that package for a trip im going on tomorrow across the country.,@330641 We're unable to access account information via Twitter. Please contact us directly via phone or chat to help you: https://t.co/hApLpMlfHN ^JF,,,
2534490,"@AmazonHelp Verkauf durch einen Partner, Versand durch Amazon. Die Mail habe ich schon geschrieben. Ärgert mich nur, so als erste Amtshandlung am Morgen.","@286218 Ich kann mir morgens ebenfalls was schöneres vorstellen, aber lass meinen Kollegen bitte ein wenig Zeit. Sie kümmern sich um dein Anliegen und melden sich bei dir. Viele Grüße ^TR",,,
308546,Why is it so difficult to find a customer support # @115821 it be easier for me to get in touch with the @140 for Christ sake! Like WTF!,@189677 We're here and happy to help! We can be contacted via phone here: https://t.co/hApLpMlfHN Keep us posted! ^ML,,,
2678797,@120533 hey ! J’ai passé une commande Dimanche et je n’ai aucune nouvelle. Ps: je suis Prime,"@753784 Bonjour, désolée pour cela, quelle est la date de livraison qui vous a été indiqué lors de la validation de commande SVP? ^KE",,,
